利物浦,http://match.sports.sina.com.cn/football/team.php?id=53&dpc=1
曼城,http://match.sports.sina.com.cn/football/team.php?id=216&dpc=1
莱斯特城,http://match.sports.sina.com.cn/football/team.php?id=92&dpc=1
切尔西,http://match.sports.sina.com.cn/football/team.php?id=60&dpc=1
曼联,http://match.sports.sina.com.cn/football/team.php?id=52&dpc=1
谢菲尔德联,http://match.sports.sina.com.cn/football/team.php?id=284&dpc=1
狼队,http://match.sports.sina.com.cn/football/team.php?id=290&dpc=1
热刺,http://match.sports.sina.com.cn/football/team.php?id=66&dpc=1
水晶宫,http://match.sports.sina.com.cn/football/team.php?id=292&dpc=1
阿森纳,http://match.sports.sina.com.cn/football/team.php?id=61&dpc=1
埃弗顿,http://match.sports.sina.com.cn/football/team.php?id=73&dpc=1
南安普敦,http://match.sports.sina.com.cn/football/team.php?id=94&dpc=1
纽卡斯尔,http://match.sports.sina.com.cn/football/team.php?id=63&dpc=1
布莱顿,http://match.sports.sina.com.cn/football/team.php?id=2285&dpc=1
伯恩利,http://match.sports.sina.com.cn/football/team.php?id=280&dpc=1
西汉姆联,http://match.sports.sina.com.cn/football/team.php?id=98&dpc=1
沃特福德,http://match.sports.sina.com.cn/football/team.php?id=276&dpc=1
阿斯顿维拉,http://match.sports.sina.com.cn/football/team.php?id=70&dpc=1
伯恩茅斯,http://match.sports.sina.com.cn/football/team.php?id=7146&dpc=1
诺维奇,http://match.sports.sina.com.cn/football/team.php?id=291&dpc=1
巴塞罗那,http://match.sports.sina.com.cn/football/team.php?id=130&dpc=1
皇家马德里,http://match.sports.sina.com.cn/football/team.php?id=157&dpc=1
马德里竞技,http://match.sports.sina.com.cn/football/team.php?id=162&dpc=1
塞维利亚,http://match.sports.sina.com.cn/football/team.php?id=166&dpc=1
皇家社会,http://match.sports.sina.com.cn/football/team.php?id=160&dpc=1
瓦伦西亚,http://match.sports.sina.com.cn/football/team.php?id=169&dpc=1
赫塔菲,http://match.sports.sina.com.cn/football/team.php?id=4405&dpc=1
毕尔巴鄂竞技,http://match.sports.sina.com.cn/football/team.php?id=131&dpc=1
比利亚雷亚尔,http://match.sports.sina.com.cn/football/team.php?id=219&dpc=1
格拉纳达,http://match.sports.sina.com.cn/football/team.php?id=23165&dpc=1
莱万特,http://match.sports.sina.com.cn/football/team.php?id=4385&dpc=1
奥萨苏纳,http://match.sports.sina.com.cn/football/team.php?id=220&dpc=1
皇家贝蒂斯,http://match.sports.sina.com.cn/football/team.php?id=154&dpc=1
巴拉多利德,http://match.sports.sina.com.cn/football/team.php?id=168&dpc=1
阿拉维斯,http://match.sports.sina.com.cn/football/team.php?id=155&dpc=1
埃瓦尔,http://match.sports.sina.com.cn/football/team.php?id=4417&dpc=1
维戈塞尔塔,http://match.sports.sina.com.cn/football/team.php?id=165&dpc=1
马略卡,http://match.sports.sina.com.cn/football/team.php?id=158&dpc=1
莱加内斯,http://match.sports.sina.com.cn/football/team.php?id=4526&dpc=1
西班牙人,http://match.sports.sina.com.cn/football/team.php?id=182&dpc=1
