"id";"code";"name"
1040;"340404";"谢家集区"
1041;"340405";"八公山区"
1042;"340406";"潘集区"
1043;"340421";"凤台县"
1044;"340422";"寿县"
1045;"340500";"马鞍山市"
1046;"340503";"花山区"
1047;"340504";"雨山区"
1048;"340506";"博望区"
1049;"340521";"当涂县"
1050;"340522";"含山县"
1051;"340523";"和县"
1052;"340600";"淮北市"
1053;"340602";"杜集区"
1054;"340603";"相山区"
1055;"340604";"烈山区"
1056;"340621";"濉溪县"
1057;"340700";"铜陵市"
1058;"340705";"铜官区"
1059;"340706";"义安区"
1060;"340711";"郊区"
1061;"340722";"枞阳县"
1062;"340800";"安庆市"
1063;"340802";"迎江区"
1064;"340803";"大观区"
1065;"340811";"宜秀区"
1066;"340822";"怀宁县"
1067;"340825";"太湖县"
1068;"340826";"宿松县"
1069;"340827";"望江县"
1070;"340828";"岳西县"
1071;"340881";"桐城市"
1072;"340882";"潜山市"
1073;"341000";"黄山市"
1074;"341002";"屯溪区"
1075;"341003";"黄山区"
1076;"341004";"徽州区"
1077;"341021";"歙县"
1078;"341022";"休宁县"
1079;"341023";"黟县"
1080;"341024";"祁门县"
1081;"341100";"滁州市"
1082;"341102";"琅琊区"
1083;"341103";"南谯区"
1084;"341122";"来安县"
1085;"341124";"全椒县"
1086;"341125";"定远县"
1087;"341126";"凤阳县"
1088;"341181";"天长市"
1089;"341182";"明光市"
1090;"341200";"阜阳市"
1091;"341202";"颍州区"
1092;"341203";"颍东区"
1093;"341204";"颍泉区"
1094;"341221";"临泉县"
1095;"341222";"太和县"
1096;"341225";"阜南县"
1097;"341226";"颍上县"
1098;"341282";"界首市"
1099;"341300";"宿州市"
1100;"341302";"埇桥区"
1101;"341321";"砀山县"
1102;"341322";"萧县"
1103;"341323";"灵璧县"
1104;"341324";"泗县"
1105;"341500";"六安市"
1106;"341502";"金安区"
1107;"341503";"裕安区"
1108;"341504";"叶集区"
1109;"341522";"霍邱县"
1110;"341523";"舒城县"
1111;"341524";"金寨县"
1112;"341525";"霍山县"
1113;"341600";"亳州市"
1114;"341602";"谯城区"
1115;"341621";"涡阳县"
1116;"341622";"蒙城县"
1117;"341623";"利辛县"
1118;"341700";"池州市"
1119;"341702";"贵池区"
1120;"341721";"东至县"
1121;"341722";"石台县"
1122;"341723";"青阳县"
1123;"341800";"宣城市"
1124;"341802";"宣州区"
1125;"341821";"郎溪县"
1126;"341823";"泾县"
1127;"341824";"绩溪县"
1128;"341825";"旌德县"
1129;"341881";"宁国市"
1130;"341882";"广德市"
1131;"350000";"福建省"
1132;"350100";"福州市"
1133;"350102";"鼓楼区"
1134;"350103";"台江区"
1135;"350104";"仓山区"
1136;"350105";"马尾区"
1137;"350111";"晋安区"
1138;"350112";"长乐区"
1139;"350121";"闽侯县"
1140;"350122";"连江县"
1141;"350123";"罗源县"
1142;"350124";"闽清县"
1143;"350125";"永泰县"
1144;"350128";"平潭县"
1145;"350181";"福清市"
1146;"350200";"厦门市"
1147;"350203";"思明区"
1148;"350205";"海沧区"
1149;"350206";"湖里区"
1150;"350211";"集美区"
1151;"350212";"同安区"
1152;"350213";"翔安区"
1153;"350300";"莆田市"
1154;"350302";"城厢区"
1155;"350303";"涵江区"
1156;"350304";"荔城区"
1157;"350305";"秀屿区"
1158;"350322";"仙游县"
1159;"350400";"三明市"
1160;"350402";"梅列区"
1161;"350403";"三元区"
1162;"350421";"明溪县"
1163;"350423";"清流县"
1164;"350424";"宁化县"
1165;"350425";"大田县"
1166;"350426";"尤溪县"
1167;"350427";"沙县"
1168;"350428";"将乐县"
1169;"350429";"泰宁县"
1170;"350430";"建宁县"
1171;"350481";"永安市"
1172;"350500";"泉州市"
1173;"350502";"鲤城区"
1174;"350503";"丰泽区"
1175;"350504";"洛江区"
1176;"350505";"泉港区"
1177;"350521";"惠安县"
1178;"350524";"安溪县"
1179;"350525";"永春县"
1180;"350526";"德化县"
1181;"350527";"金门县"
1182;"350581";"石狮市"
1183;"350582";"晋江市"
1184;"350583";"南安市"
1185;"350600";"漳州市"
1186;"350602";"芗城区"
1187;"350603";"龙文区"
1188;"350622";"云霄县"
1189;"350623";"漳浦县"
1190;"350624";"诏安县"
1191;"350625";"长泰县"
1192;"350626";"东山县"
1193;"350627";"南靖县"
1194;"350628";"平和县"
1195;"350629";"华安县"
1196;"350681";"龙海市"
1197;"350700";"南平市"
1198;"350702";"延平区"
1199;"350703";"建阳区"
1200;"350721";"顺昌县"
1201;"350722";"浦城县"
1202;"350723";"光泽县"
1203;"350724";"松溪县"
1204;"350725";"政和县"
1205;"350781";"邵武市"
1206;"350782";"武夷山市"
1207;"350783";"建瓯市"
1208;"350800";"龙岩市"
1209;"350802";"新罗区"
1210;"350803";"永定区"
1211;"350821";"长汀县"
1212;"350823";"上杭县"
1213;"350824";"武平县"
1214;"350825";"连城县"
1215;"350881";"漳平市"
1216;"350900";"宁德市"
1217;"350902";"蕉城区"
1218;"350921";"霞浦县"
1219;"350922";"古田县"
1220;"350923";"屏南县"
1221;"350924";"寿宁县"
1222;"350925";"周宁县"
1223;"350926";"柘荣县"
1224;"350981";"福安市"
1225;"350982";"福鼎市"
1226;"360000";"江西省"
1227;"360100";"南昌市"
1228;"360102";"东湖区"
1229;"360103";"西湖区"
1230;"360104";"青云谱区"
1231;"360105";"湾里区"
1232;"360111";"青山湖区"
1233;"360112";"新建区"
1234;"360121";"南昌县"
1235;"360123";"安义县"
1236;"360124";"进贤县"
1237;"360200";"景德镇市"
1238;"360202";"昌江区"
1239;"360203";"珠山区"
1240;"360222";"浮梁县"
1241;"360281";"乐平市"
1242;"360300";"萍乡市"
1243;"360302";"安源区"
1244;"360313";"湘东区"
1245;"360321";"莲花县"
1246;"360322";"上栗县"
1247;"360323";"芦溪县"
1248;"360400";"九江市"
1249;"360402";"濂溪区"
1250;"360403";"浔阳区"
1251;"360404";"柴桑区"
1252;"360423";"武宁县"
1253;"360424";"修水县"
1254;"360425";"永修县"
1255;"360426";"德安县"
1256;"360428";"都昌县"
1257;"360429";"湖口县"
1258;"360430";"彭泽县"
1259;"360481";"瑞昌市"
1260;"360482";"共青城市"
1261;"360483";"庐山市"
1262;"360500";"新余市"
1263;"360502";"渝水区"
1264;"360521";"分宜县"
1265;"360600";"鹰潭市"
1266;"360602";"月湖区"
1267;"360603";"余江区"
1268;"360681";"贵溪市"
1269;"360700";"赣州市"
1270;"360702";"章贡区"
1271;"360703";"南康区"
1272;"360704";"赣县区"
1273;"360722";"信丰县"
1274;"360723";"大余县"
1275;"360724";"上犹县"
1276;"360725";"崇义县"
1277;"360726";"安远县"
1278;"360727";"龙南县"
1279;"360728";"定南县"
1280;"360729";"全南县"
1281;"360730";"宁都县"
1282;"360731";"于都县"
1283;"360732";"兴国县"
1284;"360733";"会昌县"
1285;"360734";"寻乌县"
1286;"360735";"石城县"
1287;"360781";"瑞金市"
1288;"360800";"吉安市"
1289;"360802";"吉州区"
1290;"360803";"青原区"
1291;"360821";"吉安县"
1292;"360822";"吉水县"
1293;"360823";"峡江县"
1294;"360824";"新干县"
1295;"360825";"永丰县"
1296;"360826";"泰和县"
1297;"360827";"遂川县"
1298;"360828";"万安县"
1299;"360829";"安福县"
1300;"360830";"永新县"
1301;"360881";"井冈山市"
1302;"360900";"宜春市"
1303;"360902";"袁州区"
1304;"360921";"奉新县"
1305;"360922";"万载县"
1306;"360923";"上高县"
1307;"360924";"宜丰县"
1308;"360925";"靖安县"
1309;"360926";"铜鼓县"
1310;"360981";"丰城市"
1311;"360982";"樟树市"
1312;"360983";"高安市"
1313;"361000";"抚州市"
1314;"361002";"临川区"
1315;"361003";"东乡区"
1316;"361021";"南城县"
1317;"361022";"黎川县"
1318;"361023";"南丰县"
1319;"361024";"崇仁县"
1320;"361025";"乐安县"
1321;"361026";"宜黄县"
1322;"361027";"金溪县"
1323;"361028";"资溪县"
1324;"361030";"广昌县"
1325;"361100";"上饶市"
1326;"361102";"信州区"
1327;"361103";"广丰区"
1328;"361104";"广信区"
1329;"361123";"玉山县"
1330;"361124";"铅山县"
1331;"361125";"横峰县"
1332;"361126";"弋阳县"
1333;"361127";"余干县"
1334;"361128";"鄱阳县"
1335;"361129";"万年县"
1336;"361130";"婺源县"
1337;"361181";"德兴市"
1338;"370000";"山东省"
1339;"370100";"济南市"
1340;"370102";"历下区"
1341;"370103";"市中区"
1342;"370104";"槐荫区"
1343;"370105";"天桥区"
1344;"370112";"历城区"
1345;"370113";"长清区"
1346;"370114";"章丘区"
1347;"370115";"济阳区"
1348;"370116";"莱芜区"
1349;"370117";"钢城区"
1350;"370124";"平阴县"
1351;"370126";"商河县"
1352;"370200";"青岛市"
1353;"370202";"市南区"
1354;"370203";"市北区"
1355;"370211";"黄岛区"
1356;"370212";"崂山区"
1357;"370213";"李沧区"
1358;"370214";"城阳区"
1359;"370215";"即墨区"
1360;"370281";"胶州市"
1361;"370283";"平度市"
1362;"370285";"莱西市"
1363;"370300";"淄博市"
1364;"370302";"淄川区"
1365;"370303";"张店区"
1366;"370304";"博山区"
1367;"370305";"临淄区"
1368;"370306";"周村区"
1369;"370321";"桓台县"
1370;"370322";"高青县"
1371;"370323";"沂源县"
1372;"370400";"枣庄市"
1373;"370402";"市中区"
1374;"370403";"薛城区"
1375;"370404";"峄城区"
1376;"370405";"台儿庄区"
1377;"370406";"山亭区"
1378;"370481";"滕州市"
1379;"370500";"东营市"
1380;"370502";"东营区"
1381;"370503";"河口区"
1382;"370505";"垦利区"
1383;"370522";"利津县"
1384;"370523";"广饶县"
1385;"370600";"烟台市"
1386;"370602";"芝罘区"
1387;"370611";"福山区"
1388;"370612";"牟平区"
1389;"370613";"莱山区"
1390;"370634";"长岛县"
1391;"370681";"龙口市"
1392;"370682";"莱阳市"
1393;"370683";"莱州市"
1394;"370684";"蓬莱市"
1395;"370685";"招远市"
1396;"370686";"栖霞市"
1397;"370687";"海阳市"
1398;"370700";"潍坊市"
1399;"370702";"潍城区"
1400;"370703";"寒亭区"
1401;"370704";"坊子区"
1402;"370705";"奎文区"
1403;"370724";"临朐县"
1404;"370725";"昌乐县"
1405;"370781";"青州市"
1406;"370782";"诸城市"
1407;"370783";"寿光市"
1408;"370784";"安丘市"
1409;"370785";"高密市"
1410;"370786";"昌邑市"
1411;"370800";"济宁市"
1412;"370811";"任城区"
1413;"370812";"兖州区"
1414;"370826";"微山县"
1415;"370827";"鱼台县"
1416;"370828";"金乡县"
1417;"370829";"嘉祥县"
1418;"370830";"汶上县"
1419;"370831";"泗水县"
1420;"370832";"梁山县"
1421;"370881";"曲阜市"
1422;"370883";"邹城市"
1423;"370900";"泰安市"
1424;"370902";"泰山区"
1425;"370911";"岱岳区"
1426;"370921";"宁阳县"
1427;"370923";"东平县"
1428;"370982";"新泰市"
1429;"370983";"肥城市"
1430;"371000";"威海市"
1431;"371002";"环翠区"
1432;"371003";"文登区"
1433;"371082";"荣成市"
1434;"371083";"乳山市"
1435;"371100";"日照市"
1436;"371102";"东港区"
1437;"371103";"岚山区"
1438;"371121";"五莲县"
1439;"371122";"莒县"
1440;"371300";"临沂市"
1441;"371302";"兰山区"
1442;"371311";"罗庄区"
1443;"371312";"河东区"
1444;"371321";"沂南县"
1445;"371322";"郯城县"
1446;"371323";"沂水县"
1447;"371324";"兰陵县"
1448;"371325";"费县"
1449;"371326";"平邑县"
1450;"371327";"莒南县"
1451;"371328";"蒙阴县"
1452;"371329";"临沭县"
1453;"371400";"德州市"
1454;"371402";"德城区"
1455;"371403";"陵城区"
1456;"371422";"宁津县"
1457;"371423";"庆云县"
1458;"371424";"临邑县"
1459;"371425";"齐河县"
1460;"371426";"平原县"
1461;"371427";"夏津县"
1462;"371428";"武城县"
1463;"371481";"乐陵市"
1464;"371482";"禹城市"
1465;"371500";"聊城市"
1466;"371502";"东昌府区"
1467;"371521";"阳谷县"
1468;"371522";"莘县"
1469;"371523";"茌平县"
1470;"371524";"东阿县"
1471;"371525";"冠县"
1472;"371526";"高唐县"
1473;"371581";"临清市"
1474;"371600";"滨州市"
1475;"371602";"滨城区"
1476;"371603";"沾化区"
1477;"371621";"惠民县"
1478;"371622";"阳信县"
1479;"371623";"无棣县"
1480;"371625";"博兴县"
1481;"371681";"邹平市"
1482;"371700";"菏泽市"
1483;"371702";"牡丹区"
1484;"371703";"定陶区"
1485;"371721";"曹县"
1486;"371722";"单县"
1487;"371723";"成武县"
1488;"371724";"巨野县"
1489;"371725";"郓城县"
1490;"371726";"鄄城县"
1491;"371728";"东明县"
1492;"410000";"河南省"
1493;"410100";"郑州市"
1494;"410102";"中原区"
1495;"410103";"二七区"
1496;"410104";"管城回族区"
1497;"410105";"金水区"
1498;"410106";"上街区"
1499;"410108";"惠济区"
1500;"410122";"中牟县"
1501;"410181";"巩义市"
1502;"410182";"荥阳市"
1503;"410183";"新密市"
1504;"410184";"新郑市"
1505;"410185";"登封市"
1506;"410200";"开封市"
1507;"410202";"龙亭区"
1508;"410203";"顺河回族区"
1509;"410204";"鼓楼区"
1510;"410205";"禹王台区"
1511;"410212";"祥符区"
1512;"410221";"杞县"
1513;"410222";"通许县"
1514;"410223";"尉氏县"
1515;"410225";"兰考县"
1516;"410300";"洛阳市"
1517;"410302";"老城区"
1518;"410303";"西工区"
1519;"410304";"瀍河回族区"
1520;"410305";"涧西区"
1521;"410306";"吉利区"
1522;"410311";"洛龙区"
1523;"410322";"孟津县"
1524;"410323";"新安县"
1525;"410324";"栾川县"
1526;"410325";"嵩县"
1527;"410326";"汝阳县"
1528;"410327";"宜阳县"
1529;"410328";"洛宁县"
1530;"410329";"伊川县"
1531;"410381";"偃师市"
1532;"410400";"平顶山市"
1533;"410402";"新华区"
1534;"410403";"卫东区"
1535;"410404";"石龙区"
1536;"410411";"湛河区"
1537;"410421";"宝丰县"
1538;"410422";"叶县"
1539;"410423";"鲁山县"
1540;"410425";"郏县"
1541;"410481";"舞钢市"
1542;"410482";"汝州市"
1543;"410500";"安阳市"
1544;"410502";"文峰区"
1545;"410503";"北关区"
1546;"410505";"殷都区"
1547;"410506";"龙安区"
1548;"410522";"安阳县"
1549;"410523";"汤阴县"
1550;"410526";"滑县"
1551;"410527";"内黄县"
1552;"410581";"林州市"
1553;"410600";"鹤壁市"
1554;"410602";"鹤山区"
1555;"410603";"山城区"
1556;"410611";"淇滨区"
1557;"410621";"浚县"
1558;"410622";"淇县"
1559;"410700";"新乡市"
1560;"410702";"红旗区"
1561;"410703";"卫滨区"
1562;"410704";"凤泉区"
1563;"410711";"牧野区"
1564;"410721";"新乡县"
1565;"410724";"获嘉县"
1566;"410725";"原阳县"
1567;"410726";"延津县"
1568;"410727";"封丘县"
1569;"410728";"长垣县"
1570;"410781";"卫辉市"
1571;"410782";"辉县市"
1572;"410800";"焦作市"
1573;"410802";"解放区"
1574;"410803";"中站区"
1575;"410804";"马村区"
1576;"410811";"山阳区"
1577;"410821";"修武县"
1578;"410822";"博爱县"
1579;"410823";"武陟县"
1580;"410825";"温县"
1581;"410882";"沁阳市"
1582;"410883";"孟州市"
1583;"410900";"濮阳市"
1584;"410902";"华龙区"
1585;"410922";"清丰县"
1586;"410923";"南乐县"
1587;"410926";"范县"
1588;"410927";"台前县"
1589;"410928";"濮阳县"
1590;"411000";"许昌市"
1591;"411002";"魏都区"
1592;"411003";"建安区"
1593;"411024";"鄢陵县"
1594;"411025";"襄城县"
1595;"411081";"禹州市"
1596;"411082";"长葛市"
1597;"411100";"漯河市"
1598;"411102";"源汇区"
1599;"411103";"郾城区"
1600;"411104";"召陵区"
1601;"411121";"舞阳县"
1602;"411122";"临颍县"
1603;"411200";"三门峡市"
1604;"411202";"湖滨区"
1605;"411203";"陕州区"
1606;"411221";"渑池县"
1607;"411224";"卢氏县"
1608;"411281";"义马市"
1609;"411282";"灵宝市"
1610;"411300";"南阳市"
1611;"411302";"宛城区"
1612;"411303";"卧龙区"
1613;"411321";"南召县"
1614;"411322";"方城县"
1615;"411323";"西峡县"
1616;"411324";"镇平县"
1617;"411325";"内乡县"
1618;"411326";"淅川县"
1619;"411327";"社旗县"
1620;"411328";"唐河县"
1621;"411329";"新野县"
1622;"411330";"桐柏县"
1623;"411381";"邓州市"
1624;"411400";"商丘市"
1625;"411402";"梁园区"
1626;"411403";"睢阳区"
1627;"411421";"民权县"
1628;"411422";"睢县"
1629;"411423";"宁陵县"
1630;"411424";"柘城县"
1631;"411425";"虞城县"
1632;"411426";"夏邑县"
1633;"411481";"永城市"
1634;"411500";"信阳市"
1635;"411502";"浉河区"
1636;"411503";"平桥区"
1637;"411521";"罗山县"
1638;"411522";"光山县"
1639;"411523";"新县"
1640;"411524";"商城县"
1641;"411525";"固始县"
1642;"411526";"潢川县"
1643;"411527";"淮滨县"
1644;"411528";"息县"
1645;"411600";"周口市"
1646;"411602";"川汇区"
1647;"411603";"淮阳区"
1648;"411621";"扶沟县"
1649;"411622";"西华县"
1650;"411623";"商水县"
1651;"411624";"沈丘县"
1652;"411625";"郸城县"
1653;"411627";"太康县"
1654;"411628";"鹿邑县"
1655;"411681";"项城市"
1656;"411700";"驻马店市"
1657;"411702";"驿城区"
1658;"411721";"西平县"
1659;"411722";"上蔡县"
1660;"411723";"平舆县"
1661;"411724";"正阳县"
1662;"411725";"确山县"
1663;"411726";"泌阳县"
1664;"411727";"汝南县"
1665;"411728";"遂平县"
1666;"411729";"新蔡县"
1667;"419001";"济源市"
1668;"420000";"湖北省"
1669;"420100";"武汉市"
1670;"420102";"江岸区"
1671;"420103";"江汉区"
1672;"420104";"硚口区"
1673;"420105";"汉阳区"
1674;"420106";"武昌区"
1675;"420107";"青山区"
1676;"420111";"洪山区"
1677;"420112";"东西湖区"
1678;"420113";"汉南区"
1679;"420114";"蔡甸区"
1680;"420115";"江夏区"
1681;"420116";"黄陂区"
1682;"420117";"新洲区"
1683;"420200";"黄石市"
1684;"420202";"黄石港区"
1685;"420203";"西塞山区"
1686;"420204";"下陆区"
1687;"420205";"铁山区"
1688;"420222";"阳新县"
1689;"420281";"大冶市"
1690;"420300";"十堰市"
1691;"420302";"茅箭区"
1692;"420303";"张湾区"
1693;"420304";"郧阳区"
1694;"420322";"郧西县"
1695;"420323";"竹山县"
1696;"420324";"竹溪县"
1697;"420325";"房县"
1698;"420381";"丹江口市"
1699;"420500";"宜昌市"
1700;"420502";"西陵区"
1701;"420503";"伍家岗区"
1702;"420504";"点军区"
1703;"420505";"猇亭区"
1704;"420506";"夷陵区"
1705;"420525";"远安县"
1706;"420526";"兴山县"
1707;"420527";"秭归县"
1708;"420528";"长阳土家族自治县"
1709;"420529";"五峰土家族自治县"
1710;"420581";"宜都市"
1711;"420582";"当阳市"
1712;"420583";"枝江市"
1713;"420600";"襄阳市"
1714;"420602";"襄城区"
1715;"420606";"樊城区"
1716;"420607";"襄州区"
1717;"420624";"南漳县"
1718;"420625";"谷城县"
1719;"420626";"保康县"
1720;"420682";"老河口市"
1721;"420683";"枣阳市"
1722;"420684";"宜城市"
1723;"420700";"鄂州市"
1724;"420702";"梁子湖区"
1725;"420703";"华容区"
1726;"420704";"鄂城区"
1727;"420800";"荆门市"
1728;"420802";"东宝区"
1729;"420804";"掇刀区"
1730;"420822";"沙洋县"
1731;"420881";"钟祥市"
1732;"420882";"京山市"
1733;"420900";"孝感市"
1734;"420902";"孝南区"
1735;"420921";"孝昌县"
1736;"420922";"大悟县"
1737;"420923";"云梦县"
1738;"420981";"应城市"
1739;"420982";"安陆市"
1740;"420984";"汉川市"
1741;"421000";"荆州市"
1742;"421002";"沙市区"
1743;"421003";"荆州区"
1744;"421022";"公安县"
1745;"421023";"监利县"
1746;"421024";"江陵县"
1747;"421081";"石首市"
1748;"421083";"洪湖市"
1749;"421087";"松滋市"
1750;"421100";"黄冈市"
1751;"421102";"黄州区"
1752;"421121";"团风县"
1753;"421122";"红安县"
1754;"421123";"罗田县"
1755;"421124";"英山县"
1756;"421125";"浠水县"
1757;"421126";"蕲春县"
1758;"421127";"黄梅县"
1759;"421181";"麻城市"
1760;"421182";"武穴市"
1761;"421200";"咸宁市"
1762;"421202";"咸安区"
1763;"421221";"嘉鱼县"
1764;"421222";"通城县"
1765;"421223";"崇阳县"
1766;"421224";"通山县"
1767;"421281";"赤壁市"
1768;"421300";"随州市"
1769;"421303";"曾都区"
1770;"421321";"随县"
1771;"421381";"广水市"
1772;"422800";"恩施土家族苗族自治州"
1773;"422801";"恩施市"
1774;"422802";"利川市"
1775;"422822";"建始县"
1776;"422823";"巴东县"
1777;"422825";"宣恩县"
1778;"422826";"咸丰县"
1779;"422827";"来凤县"
1780;"422828";"鹤峰县"
1781;"429004";"仙桃市"
1782;"429005";"潜江市"
1783;"429006";"天门市"
1784;"429021";"神农架林区"
1785;"430000";"湖南省"
1786;"430100";"长沙市"
1787;"430102";"芙蓉区"
1788;"430103";"天心区"
1789;"430104";"岳麓区"
1790;"430105";"开福区"
1791;"430111";"雨花区"
1792;"430112";"望城区"
1793;"430121";"长沙县"
1794;"430181";"浏阳市"
1795;"430182";"宁乡市"
1796;"430200";"株洲市"
1797;"430202";"荷塘区"
1798;"430203";"芦淞区"
1799;"430204";"石峰区"
1800;"430211";"天元区"
1801;"430212";"渌口区"
1802;"430223";"攸县"
1803;"430224";"茶陵县"
1804;"430225";"炎陵县"
1805;"430281";"醴陵市"
1806;"430300";"湘潭市"
1807;"430302";"雨湖区"
1808;"430304";"岳塘区"
1809;"430321";"湘潭县"
1810;"430381";"湘乡市"
1811;"430382";"韶山市"
1812;"430400";"衡阳市"
1813;"430405";"珠晖区"
1814;"430406";"雁峰区"
1815;"430407";"石鼓区"
1816;"430408";"蒸湘区"
1817;"430412";"南岳区"
1818;"430421";"衡阳县"
1819;"430422";"衡南县"
1820;"430423";"衡山县"
1821;"430424";"衡东县"
1822;"430426";"祁东县"
1823;"430481";"耒阳市"
1824;"430482";"常宁市"
1825;"430500";"邵阳市"
1826;"430502";"双清区"
1827;"430503";"大祥区"
1828;"430511";"北塔区"
1829;"430522";"新邵县"
1830;"430523";"邵阳县"
1831;"430524";"隆回县"
1832;"430525";"洞口县"
1833;"430527";"绥宁县"
1834;"430528";"新宁县"
1835;"430529";"城步苗族自治县"
1836;"430581";"武冈市"
1837;"430582";"邵东市"
1838;"430600";"岳阳市"
1839;"430602";"岳阳楼区"
1840;"430603";"云溪区"
1841;"430611";"君山区"
1842;"430621";"岳阳县"
1843;"430623";"华容县"
1844;"430624";"湘阴县"
1845;"430626";"平江县"
1846;"430681";"汨罗市"
1847;"430682";"临湘市"
1848;"430700";"常德市"
1849;"430702";"武陵区"
1850;"430703";"鼎城区"
1851;"430721";"安乡县"
1852;"430722";"汉寿县"
1853;"430723";"澧县"
1854;"430724";"临澧县"
1855;"430725";"桃源县"
1856;"430726";"石门县"
1857;"430781";"津市市"
1858;"430800";"张家界市"
1859;"430802";"永定区"
1860;"430811";"武陵源区"
1861;"430821";"慈利县"
1862;"430822";"桑植县"
1863;"430900";"益阳市"
1864;"430902";"资阳区"
1865;"430903";"赫山区"
1866;"430921";"南县"
1867;"430922";"桃江县"
1868;"430923";"安化县"
1869;"430981";"沅江市"
1870;"431000";"郴州市"
1871;"431002";"北湖区"
1872;"431003";"苏仙区"
1873;"431021";"桂阳县"
1874;"431022";"宜章县"
1875;"431023";"永兴县"
1876;"431024";"嘉禾县"
1877;"431025";"临武县"
1878;"431026";"汝城县"
1879;"431027";"桂东县"
1880;"431028";"安仁县"
1881;"431081";"资兴市"
1882;"431100";"永州市"
1883;"431102";"零陵区"
1884;"431103";"冷水滩区"
1885;"431121";"祁阳县"
1886;"431122";"东安县"
1887;"431123";"双牌县"
1888;"431124";"道县"
1889;"431125";"江永县"
1890;"431126";"宁远县"
1891;"431127";"蓝山县"
1892;"431128";"新田县"
1893;"431129";"江华瑶族自治县"
1894;"431200";"怀化市"
1895;"431202";"鹤城区"
1896;"431221";"中方县"
1897;"431222";"沅陵县"
1898;"431223";"辰溪县"
1899;"431224";"溆浦县"
1900;"431225";"会同县"
1901;"431226";"麻阳苗族自治县"
1902;"431227";"新晃侗族自治县"
1903;"431228";"芷江侗族自治县"
1904;"431229";"靖州苗族侗族自治县"
1905;"431230";"通道侗族自治县"
1906;"431281";"洪江市"
1907;"431300";"娄底市"
1908;"431302";"娄星区"
1909;"431321";"双峰县"
1910;"431322";"新化县"
1911;"431381";"冷水江市"
1912;"431382";"涟源市"
1913;"433100";"湘西土家族苗族自治州"
1914;"433101";"吉首市"
1915;"433122";"泸溪县"
1916;"433123";"凤凰县"
1917;"433124";"花垣县"
1918;"433125";"保靖县"
1919;"433126";"古丈县"
1920;"433127";"永顺县"
1921;"433130";"龙山县"
1922;"440000";"广东省"
1923;"440100";"广州市"
1924;"440103";"荔湾区"
1925;"440104";"越秀区"
1926;"440105";"海珠区"
1927;"440106";"天河区"
1928;"440111";"白云区"
1929;"440112";"黄埔区"
1930;"440113";"番禺区"
1931;"440114";"花都区"
1932;"440115";"南沙区"
1933;"440117";"从化区"
1934;"440118";"增城区"
1935;"440200";"韶关市"
1936;"440203";"武江区"
1937;"440204";"浈江区"
1938;"440205";"曲江区"
1939;"440222";"始兴县"
1940;"440224";"仁化县"
1941;"440229";"翁源县"
1942;"440232";"乳源瑶族自治县"
1943;"440233";"新丰县"
1944;"440281";"乐昌市"
1945;"440282";"南雄市"
1946;"440300";"深圳市"
1947;"440303";"罗湖区"
1948;"440304";"福田区"
1949;"440305";"南山区"
1950;"440306";"宝安区"
1951;"440307";"龙岗区"
1952;"440308";"盐田区"
1953;"440309";"龙华区"
1954;"440310";"坪山区"
1955;"440311";"光明区"
1956;"440400";"珠海市"
1957;"440402";"香洲区"
1958;"440403";"斗门区"
1959;"440404";"金湾区"
1960;"440500";"汕头市"
1961;"440507";"龙湖区"
1962;"440511";"金平区"
1963;"440512";"濠江区"
1964;"440513";"潮阳区"
1965;"440514";"潮南区"
1966;"440515";"澄海区"
1967;"440523";"南澳县"
1968;"440600";"佛山市"
1969;"440604";"禅城区"
1970;"440605";"南海区"
1971;"440606";"顺德区"
1972;"440607";"三水区"
1973;"440608";"高明区"
1974;"440700";"江门市"
1975;"440703";"蓬江区"
1976;"440704";"江海区"
1977;"440705";"新会区"
1978;"440781";"台山市"
1979;"440783";"开平市"
1980;"440784";"鹤山市"
1981;"440785";"恩平市"
1982;"440800";"湛江市"
1983;"440802";"赤坎区"
1984;"440803";"霞山区"
1985;"440804";"坡头区"
1986;"440811";"麻章区"
1987;"440823";"遂溪县"
1988;"440825";"徐闻县"
1989;"440881";"廉江市"
1990;"440882";"雷州市"
1991;"440883";"吴川市"
1992;"440900";"茂名市"
1993;"440902";"茂南区"
1994;"440904";"电白区"
1995;"440981";"高州市"
1996;"440982";"化州市"
1997;"440983";"信宜市"
1998;"441200";"肇庆市"
1999;"441202";"端州区"
2000;"441203";"鼎湖区"
2001;"441204";"高要区"
2002;"441223";"广宁县"
2003;"441224";"怀集县"
2004;"441225";"封开县"
2005;"441226";"德庆县"
2006;"441284";"四会市"
2007;"441300";"惠州市"
2008;"441302";"惠城区"
2009;"441303";"惠阳区"
2010;"441322";"博罗县"
2011;"441323";"惠东县"
2012;"441324";"龙门县"
2013;"441400";"梅州市"
2014;"441402";"梅江区"
2015;"441403";"梅县区"
2016;"441422";"大埔县"
2017;"441423";"丰顺县"
2018;"441424";"五华县"
2019;"441426";"平远县"
2020;"441427";"蕉岭县"
2021;"441481";"兴宁市"
2022;"441500";"汕尾市"
2023;"441502";"城区"
2024;"441521";"海丰县"
2025;"441523";"陆河县"
2026;"441581";"陆丰市"
2027;"441600";"河源市"
2028;"441602";"源城区"
2029;"441621";"紫金县"
2030;"441622";"龙川县"
2031;"441623";"连平县"
2032;"441624";"和平县"
2033;"441625";"东源县"
2034;"441700";"阳江市"
